line_no,work_shift,worker_years,work_min,temp_c,humid_percent,gauge_a,gauge_b,gauge_c,is_defect
2호기,밤,13,30.5,24.5,54.2,103.27,221.07,63.18,0
3호기,낮,13,28.0,20.2,40.9,92.02,216.37,44.81,0
3호기,밤,1,37.0,24.4,55.5,117.50,232.89,44.93,0
3호기,밤,14,32.7,27.4,51.5,102.86,183.64,47.70,0
1호기,밤,7,27.0,24.1,61.6,96.41,211.21,43.99,0
1호기,낮,3,24.5,26.7,46.3,102.57,175.28,44.73,0
1호기,낮,4,29.0,24.4,58.6,107.27,209.14,53.39,0
3호기,밤,6,37.3,27.5,51.0,107.72,171.28,57.24,0
2호기,밤,5,22.7,23.7,45.3,114.93,202.68,49.59,0
1호기,밤,1,33.2,18.6,61.6,107.33,213.50,42.77,0
3호기,밤,15,34.5,27.5,56.7,100.53,211.92,44.20,0
3호기,밤,5,28.0,29.0,47.9,89.99,201.03,40.34,0
3호기,밤,11,33.1,24.9,41.6,110.32,172.54,47.55,0
3호기,밤,2,28.2,30.4,68.8,106.27,219.97,61.29,0
2호기,밤,7,36.6,32.6,46.9,107.04,216.98,49.96,0
1호기,낮,1,28.7,30.2,44.8,98.13,185.86,50.26,0
2호기,밤,1,25.6,24.3,50.2,107.32,197.20,54.38,0
3호기,낮,10,25.9,25.2,58.4,110.82,205.76,53.64,0
1호기,밤,13,29.1,25.2,66.3,110.68,219.04,57.26,0
1호기,낮,14,28.8,17.6,41.2,119.91,186.82,56.07,0
2호기,밤,0,36.6,24.2,52.8,110.68,213.71,46.03,0
2호기,낮,11,,23.9,48.7,93.65,191.51,58.56,0
3호기,낮,10,25.3,29.0,43.5,101.17,247.13,48.84,0
2호기,낮,0,32.3,19.0,52.5,102.98,164.43,40.66,0
2호기,밤,16,37.0,19.2,66.3,104.11,201.35,60.80,0
3호기,낮,14,26.3,31.3,45.7,103.32,180.26,49.16,0
2호기,밤,14,30.0,25.6,33.7,110.13,201.76,40.88,0
1호기,낮,3,29.9,22.8,48.2,87.66,167.06,42.88,0
2호기,낮,1,33.2,28.3,50.9,98.70,230.67,45.70,0
3호기,낮,13,37.5,21.6,52.1,99.28,245.30,51.65,0
3호기,밤,8,33.0,26.8,47.0,103.99,159.97,43.73,0
1호기,밤,12,30.2,26.2,49.6,88.64,173.71,45.74,0
1호기,밤,5,34.9,25.2,53.6,100.11,179.06,53.77,0
2호기,낮,5,25.3,25.3,63.2,85.26,183.41,44.37,0
3호기,밤,8,39.1,25.6,55.7,95.33,195.73,46.02,0
1호기,밤,3,35.7,25.4,43.8,101.83,210.15,43.70,0
3호기,낮,6,,20.0,56.4,90.71,209.43,50.82,0
1호기,낮,2,28.3,24.8,55.4,88.39,210.04,55.12,0
2호기,낮,11,35.2,28.2,60.5,105.34,223.92,54.43,0
1호기,밤,12,29.7,27.8,46.0,103.40,223.97,52.22,0
3호기,밤,7,37.8,24.6,53.7,99.07,237.40,53.43,0
3호기,낮,9,31.8,23.2,40.2,100.76,184.59,46.80,0
2호기,밤,15,22.0,24.9,50.1,108.62,211.02,44.22,0
1호기,낮,11,30.9,21.7,48.7,97.63,220.17,48.19,0
1호기,낮,13,27.4,23.7,39.7,92.61,207.33,61.69,0
3호기,밤,7,28.0,24.4,50.9,102.25,197.18,54.92,0
1호기,낮,13,32.6,25.7,36.6,116.98,235.66,60.78,0
2호기,낮,9,29.0,22.3,51.7,103.97,200.68,50.65,0
1호기,밤,6,25.9,24.2,63.0,109.23,232.61,57.56,0
1호기,밤,13,32.8,22.7,38.1,110.21,229.18,52.79,0
1호기,낮,16,24.2,21.4,43.6,110.00,194.37,51.04,0
1호기,낮,10,25.2,28.2,38.2,105.87,188.59,58.58,0
2호기,밤,16,36.1,25.3,45.0,94.69,202.94,50.50,0
3호기,밤,0,39.3,25.7,54.2,113.97,194.31,54.24,0
2호기,낮,4,,23.1,55.2,97.82,223.64,53.60,0
3호기,밤,10,35.1,26.8,35.7,102.91,203.54,38.92,0
2호기,밤,15,32.0,23.7,65.7,100.24,198.33,55.41,0
2호기,낮,6,25.9,24.6,57.1,89.62,192.24,48.49,0
3호기,낮,4,33.0,29.0,50.7,113.48,195.15,54.12,0
3호기,밤,10,31.7,26.8,34.4,86.42,231.16,52.55,0
3호기,밤,1,33.0,23.2,48.0,101.79,225.42,49.86,0
2호기,밤,15,31.7,32.3,48.5,102.65,219.03,47.35,0
3호기,낮,7,33.9,26.9,53.3,124.01,178.86,41.20,0
3호기,밤,9,31.5,21.1,54.6,103.55,194.00,47.54,0
3호기,밤,2,28.0,31.2,42.9,114.88,195.67,53.97,0
2호기,낮,1,27.3,20.1,62.8,99.36,169.22,49.62,0
1호기,밤,2,36.8,25.7,82.3,96.29,156.28,51.03,0
3호기,낮,2,34.9,24.4,42.6,99.99,261.10,47.22,0
3호기,밤,4,33.4,20.3,54.0,96.87,186.12,48.61,0
3호기,밤,2,34.3,22.6,60.2,91.81,183.42,47.70,0
1호기,밤,16,28.3,28.4,30.8,115.47,164.53,44.42,0
1호기,밤,16,28.5,27.8,61.6,114.00,178.83,53.37,0
2호기,낮,10,40.7,29.1,42.3,109.98,188.49,49.12,0
2호기,낮,7,24.7,25.8,54.8,104.74,189.52,39.20,0
2호기,낮,5,38.9,26.7,37.1,87.18,202.31,46.91,0
2호기,밤,9,26.2,24.4,50.2,96.29,217.75,51.77,0
1호기,낮,3,33.1,27.2,59.8,76.57,239.21,51.22,0
1호기,낮,7,28.0,21.1,41.7,90.12,179.41,56.38,0
3호기,밤,9,31.6,25.4,49.0,93.08,187.73,53.04,0
1호기,낮,,26.5,26.5,42.8,119.22,220.55,52.81,0
1호기,낮,,30.9,26.3,59.7,97.50,203.79,47.09,0
1호기,밤,6,33.7,29.4,55.5,105.80,231.60,39.80,0
3호기,밤,10,22.3,25.2,57.7,79.96,202.76,47.92,0
2호기,낮,15,31.4,23.1,43.3,111.15,205.96,39.63,0
1호기,밤,9,35.1,22.4,58.9,107.60,192.34,54.30,0
1호기,낮,3,33.0,23.3,66.5,87.83,185.52,59.66,0
1호기,밤,1,31.6,20.1,50.9,110.12,180.54,57.74,0
2호기,밤,4,29.8,23.2,47.1,103.07,188.87,58.75,0
3호기,낮,9,31.5,32.1,52.1,99.81,187.42,46.76,0
3호기,낮,8,34.2,24.6,30.4,97.59,151.40,48.56,0
2호기,밤,13,32.5,30.3,55.9,109.48,238.71,46.50,0
1호기,밤,,40.3,27.1,30.9,116.75,184.86,54.63,0
2호기,낮,13,35.3,22.9,58.2,93.60,173.32,58.02,0
3호기,밤,6,37.9,30.6,58.7,104.49,199.43,44.07,0
3호기,밤,5,37.5,22.2,41.8,91.53,173.55,54.95,0
1호기,낮,12,41.8,23.0,46.6,106.41,195.07,46.89,0
3호기,낮,15,25.5,27.6,53.9,109.88,170.35,50.54,0
2호기,낮,5,24.0,27.8,57.4,86.39,178.67,57.08,0
2호기,낮,11,31.0,21.8,52.2,116.17,202.76,50.66,0
3호기,낮,12,28.7,32.1,56.1,105.27,200.56,60.34,0
2호기,낮,12,31.3,32.3,56.6,108.86,217.74,50.02,0
1호기,밤,16,31.3,23.3,56.0,107.35,226.44,55.71,0
3호기,밤,10,40.6,25.4,45.7,109.00,187.72,53.96,0
3호기,낮,1,31.4,21.0,57.6,92.93,179.58,44.89,0
1호기,밤,15,33.1,23.3,62.3,105.47,219.70,52.32,0
1호기,낮,1,32.8,27.0,38.2,94.56,172.38,50.31,0
3호기,밤,16,23.7,26.4,38.7,98.32,183.40,42.69,0
3호기,낮,14,28.5,23.2,45.5,106.14,151.87,50.93,0
2호기,낮,12,32.3,21.3,54.5,115.06,224.23,46.91,0
1호기,밤,7,26.9,28.5,44.0,103.97,218.09,53.63,0
1호기,밤,6,27.0,27.7,43.3,95.99,213.94,51.21,0
3호기,낮,14,30.7,22.7,67.6,110.41,186.62,42.05,0
3호기,밤,3,27.7,27.9,54.6,104.00,202.24,47.17,0
3호기,낮,11,24.3,25.5,44.3,104.93,192.78,38.46,0
2호기,낮,12,35.4,21.0,57.1,82.77,182.97,46.28,0
2호기,낮,11,25.2,25.0,61.2,108.20,219.63,54.89,0
3호기,낮,7,37.7,24.0,50.8,101.84,177.00,41.95,0
2호기,밤,,31.5,24.3,39.6,104.02,200.71,52.53,0
3호기,낮,15,26.3,25.3,45.1,108.79,190.80,45.81,0
3호기,밤,11,39.8,28.7,58.0,102.39,161.66,49.98,0
3호기,밤,15,33.1,23.1,65.1,93.25,196.18,46.98,0
2호기,밤,15,23.0,28.8,57.7,107.78,212.64,40.50,0
1호기,밤,6,27.2,23.7,35.5,112.56,179.66,45.94,0
1호기,밤,5,19.3,26.0,43.2,90.18,211.75,44.10,0
3호기,낮,8,31.5,23.3,50.0,108.84,150.02,50.51,0
3호기,낮,8,35.4,34.5,60.0,95.48,158.83,41.07,0
1호기,낮,11,27.1,26.0,27.0,112.65,208.35,48.70,0
3호기,낮,5,33.8,25.4,46.2,102.77,189.38,48.73,0
1호기,낮,1,29.3,26.3,53.6,105.27,183.98,50.32,0
2호기,밤,5,36.2,25.4,49.8,110.15,164.70,56.39,0
1호기,낮,8,33.1,26.1,31.5,105.42,204.45,50.90,0
1호기,낮,1,31.5,27.7,49.5,94.61,193.12,43.81,0
3호기,밤,11,31.0,22.7,64.0,105.90,202.82,50.86,0
1호기,밤,14,31.9,23.5,51.9,108.37,168.02,53.68,0
1호기,낮,11,30.6,27.0,63.6,113.82,206.80,42.86,0
2호기,낮,8,35.7,22.8,43.0,92.44,223.33,51.93,0
3호기,낮,,36.7,26.4,28.4,100.18,201.17,42.90,0
2호기,밤,4,32.1,27.8,56.5,112.94,197.36,42.05,0
2호기,밤,1,28.8,22.7,75.4,97.82,212.07,50.39,0
3호기,낮,16,36.8,24.3,31.0,107.41,170.39,50.91,0
2호기,낮,4,29.2,25.8,64.3,93.38,188.05,47.65,0
3호기,밤,15,25.8,23.7,42.3,88.78,213.15,41.57,0
1호기,밤,13,31.8,26.0,49.4,109.13,202.76,47.68,0
2호기,밤,13,35.5,24.4,62.3,89.11,204.16,53.80,0
2호기,밤,9,31.2,29.4,41.8,102.26,209.56,40.52,0
2호기,밤,9,34.1,25.6,59.8,96.04,199.37,56.76,0
2호기,밤,8,34.5,22.3,42.0,95.36,190.65,47.25,0
1호기,밤,5,26.2,23.5,35.2,113.74,225.70,52.49,0
1호기,밤,8,28.9,25.1,36.8,112.21,207.17,48.86,0
1호기,밤,10,29.7,26.1,46.1,95.08,184.34,41.92,0
1호기,낮,3,27.0,22.1,61.7,73.41,234.28,50.97,0
2호기,밤,7,34.3,22.6,32.0,88.38,181.04,57.97,0
1호기,낮,5,33.6,25.4,71.4,112.48,204.46,38.33,0
1호기,낮,11,34.7,27.6,64.0,96.96,207.33,43.24,0
2호기,밤,4,29.2,23.6,41.4,85.60,180.54,41.19,0
1호기,밤,9,31.4,24.1,65.0,89.82,183.55,39.11,0
1호기,낮,6,25.3,23.5,48.7,83.18,204.56,54.43,0
3호기,낮,2,33.8,24.5,54.2,98.12,234.68,35.32,0
3호기,밤,13,27.3,29.2,41.4,104.78,145.23,38.97,0
1호기,밤,15,26.7,28.3,47.0,84.05,192.33,51.05,0
2호기,낮,8,36.5,27.9,69.0,94.06,226.72,55.34,0
2호기,밤,9,30.4,23.0,45.2,96.00,201.14,38.81,0
3호기,낮,14,35.2,25.4,35.4,95.48,189.24,50.36,0
1호기,밤,15,26.4,22.9,51.2,114.16,208.76,48.07,0
1호기,밤,14,35.2,31.2,49.5,132.35,188.41,53.48,1
1호기,밤,4,19.8,27.6,41.5,85.97,197.17,50.70,0
3호기,밤,9,25.1,24.2,52.1,86.36,219.22,51.69,0
3호기,밤,4,30.3,23.0,54.5,92.22,185.28,53.87,0
1호기,밤,4,39.9,25.1,53.1,87.55,211.72,57.30,0
1호기,밤,16,36.6,25.6,53.3,113.70,195.63,57.00,0
1호기,밤,2,29.9,24.6,46.1,89.25,197.75,45.12,0
3호기,밤,14,30.9,28.3,45.7,94.14,195.21,52.03,0
2호기,밤,8,30.0,26.1,51.7,100.13,221.09,45.26,0
2호기,밤,6,34.7,28.7,53.1,103.35,175.22,49.65,0
2호기,밤,11,28.5,20.3,50.6,115.12,194.58,50.02,0
3호기,밤,4,33.0,25.3,29.8,103.15,196.49,52.26,0
1호기,밤,0,41.2,20.4,50.9,91.73,181.81,53.47,0
3호기,밤,5,27.7,28.5,48.0,96.92,208.17,50.38,0
3호기,밤,3,28.8,20.5,43.1,118.32,192.23,51.82,0
3호기,밤,1,27.7,28.8,43.5,90.44,189.11,47.00,0
2호기,밤,5,28.2,24.7,78.4,107.10,209.85,49.68,0
1호기,밤,10,36.2,29.8,54.7,109.19,214.77,54.90,0
1호기,밤,4,37.1,26.4,53.8,87.70,220.88,57.10,0
1호기,밤,12,35.7,22.1,58.0,95.99,207.87,53.80,0
1호기,낮,10,32.9,23.9,64.1,102.65,185.47,56.10,0
1호기,밤,14,23.9,20.1,58.1,107.71,200.72,53.89,0
3호기,낮,12,38.3,27.7,37.2,107.06,189.51,46.49,0
3호기,낮,13,33.6,20.7,49.5,89.34,188.19,41.84,0
3호기,낮,5,31.6,23.8,35.5,93.81,204.65,47.51,0
1호기,밤,4,31.8,25.5,53.7,102.28,225.91,54.61,0
3호기,밤,13,33.0,23.1,42.1,79.54,176.79,44.66,0
2호기,낮,7,24.6,28.3,59.5,96.38,172.69,48.60,0
3호기,낮,1,,22.8,46.6,90.17,176.30,55.07,0
1호기,낮,6,29.2,25.2,54.1,93.69,218.06,47.67,0
1호기,낮,13,37.5,22.5,41.5,104.99,165.60,45.73,0
2호기,밤,4,24.8,18.3,39.7,106.32,200.78,51.31,0
2호기,밤,7,34.2,22.9,41.8,86.93,223.57,61.14,0
1호기,밤,12,31.2,28.8,35.2,102.87,197.81,53.13,0
1호기,밤,9,33.2,21.8,58.0,103.37,178.61,50.79,0
2호기,낮,4,29.0,20.0,40.2,97.71,224.01,48.66,0
1호기,낮,16,39.7,26.5,30.3,92.06,209.83,42.12,0
3호기,낮,13,35.9,26.0,53.6,91.28,213.80,45.77,0
2호기,밤,4,34.3,26.4,54.6,101.75,192.95,47.65,0
3호기,낮,2,32.6,23.0,50.9,106.22,195.35,54.87,0
2호기,밤,15,30.4,23.0,65.2,104.68,182.57,49.30,0
1호기,낮,14,27.6,27.2,65.6,105.97,196.46,41.34,0
1호기,낮,8,37.1,22.7,35.7,110.19,203.81,54.83,0
3호기,밤,3,35.0,20.6,37.3,101.73,188.75,57.51,0
1호기,낮,0,31.0,22.0,47.3,93.91,144.90,41.83,0
1호기,밤,11,37.0,22.2,55.1,106.61,178.30,51.96,0
3호기,밤,10,22.7,23.1,54.3,102.00,188.41,44.70,0
1호기,낮,1,30.8,24.3,49.2,101.04,178.60,50.74,0
1호기,밤,13,31.2,25.7,51.4,110.07,207.29,49.02,0
3호기,밤,14,28.1,28.4,61.0,91.11,198.26,48.03,0
3호기,밤,,31.8,29.1,57.5,96.28,233.21,59.00,1
2호기,밤,2,32.0,27.6,47.3,88.00,194.42,47.18,0
1호기,밤,6,19.7,27.6,51.6,93.08,197.85,55.87,0
2호기,낮,4,26.9,20.7,51.1,95.12,196.43,57.91,0
2호기,밤,9,26.9,23.6,48.5,98.73,227.32,58.86,0
3호기,밤,11,28.7,27.0,56.9,105.75,234.70,56.53,0
3호기,밤,2,38.4,27.4,40.0,91.26,205.13,48.59,0
1호기,밤,6,31.8,27.4,40.9,120.25,194.40,42.29,0
2호기,밤,12,27.1,26.4,41.9,90.40,176.63,42.10,0
1호기,낮,7,28.5,25.6,54.5,111.65,173.22,46.30,0
1호기,낮,12,43.3,26.4,34.3,86.38,195.24,51.38,0
2호기,낮,15,40.5,27.7,47.6,100.31,202.79,41.82,0
3호기,낮,0,32.2,20.8,58.2,110.61,157.27,55.25,0
2호기,밤,15,28.8,21.5,29.5,109.38,207.02,50.67,0
3호기,낮,10,26.9,24.1,51.0,108.31,212.74,48.38,0
2호기,낮,7,31.3,22.6,57.4,84.35,181.23,47.03,0
2호기,밤,0,31.1,25.3,40.6,99.86,194.44,56.04,0
3호기,밤,7,28.6,25.7,60.4,85.83,227.10,58.06,0
1호기,낮,4,26.0,30.4,62.2,88.80,202.27,49.35,0
3호기,밤,1,26.4,24.7,43.5,104.77,182.77,45.01,0
3호기,낮,12,27.8,25.8,46.2,90.18,203.08,47.51,0
1호기,낮,12,38.3,23.8,35.5,106.74,219.17,53.96,0
2호기,낮,1,31.3,26.8,48.9,90.52,213.54,50.64,0
2호기,밤,15,33.6,25.1,45.7,95.30,170.02,49.10,0
2호기,밤,14,36.1,28.2,62.3,104.72,188.45,54.73,0
3호기,밤,3,24.9,28.3,39.7,92.19,230.56,52.39,0
3호기,낮,6,27.7,26.4,66.4,102.75,210.52,51.56,0
1호기,낮,13,37.9,26.2,26.5,96.60,165.54,51.54,0
1호기,밤,3,25.1,24.7,46.0,88.40,195.92,52.12,0
3호기,낮,6,37.3,21.7,51.9,77.48,173.91,51.46,0
1호기,낮,16,31.1,26.4,38.3,73.81,200.08,51.84,0
3호기,낮,2,30.2,27.7,57.2,87.10,185.97,54.79,0
1호기,밤,15,28.1,24.5,35.7,108.74,221.56,45.96,0
2호기,낮,11,28.4,25.4,57.5,90.23,212.23,37.46,0
2호기,낮,7,24.9,29.5,36.5,99.30,219.97,43.93,0
1호기,밤,16,29.4,31.8,56.9,96.71,208.38,49.96,0
3호기,밤,15,28.8,23.5,47.8,101.40,183.53,45.91,0
3호기,밤,2,39.5,25.3,35.0,92.09,200.30,46.29,0
2호기,밤,13,30.6,26.6,37.1,109.77,175.43,49.86,0
1호기,낮,2,30.2,33.2,46.5,85.95,197.73,48.45,1
3호기,낮,8,40.8,27.3,54.6,98.76,172.21,47.17,0
1호기,낮,10,19.0,24.8,54.9,99.32,170.47,50.14,0
3호기,낮,8,23.2,23.8,45.8,86.48,195.90,54.56,0
1호기,밤,0,15.6,29.9,50.8,97.94,219.64,58.57,0
2호기,밤,5,29.4,25.2,62.8,97.09,192.70,51.36,0
3호기,낮,1,30.1,22.6,45.9,80.90,220.48,53.70,0
2호기,낮,1,30.8,18.9,54.1,107.24,165.45,49.37,0
2호기,낮,12,28.1,25.6,52.5,86.56,184.34,40.68,0
3호기,밤,5,25.7,27.5,57.0,91.90,198.18,43.37,0
1호기,밤,13,31.3,29.1,41.2,91.56,217.57,58.29,0
2호기,밤,6,25.2,26.8,42.9,87.99,214.70,47.84,0
2호기,낮,11,32.1,25.7,28.8,93.31,204.01,55.33,0
2호기,밤,1,27.2,27.5,60.3,105.84,170.93,53.88,0
1호기,낮,5,30.5,25.0,30.4,97.78,210.84,42.51,0
3호기,밤,14,23.4,25.5,58.3,102.06,223.61,54.72,0
2호기,밤,16,34.3,28.7,43.4,103.65,209.17,54.44,0
1호기,낮,8,26.5,23.0,48.3,104.90,196.67,49.15,0
2호기,낮,5,28.5,30.8,48.2,110.93,220.35,51.83,0
2호기,낮,7,23.1,21.9,51.2,111.34,198.93,59.22,0
3호기,밤,12,32.2,21.3,38.7,98.39,178.76,46.10,0
2호기,낮,15,28.2,21.9,73.9,98.95,193.70,44.52,0
1호기,밤,1,27.0,21.7,50.9,96.16,197.83,52.77,0
1호기,밤,10,32.7,26.2,51.0,102.67,222.46,56.06,0
1호기,밤,7,25.7,22.1,45.9,104.66,191.68,51.95,0
3호기,낮,4,23.6,24.6,35.8,97.01,186.60,53.23,0
2호기,낮,1,26.8,24.6,51.3,106.74,177.84,57.76,0
3호기,낮,13,29.0,23.6,20.0,101.90,213.58,47.35,0
3호기,낮,8,32.7,27.8,20.3,91.60,186.13,46.09,0
3호기,밤,7,28.4,26.2,49.8,113.44,206.66,48.60,0
3호기,낮,1,28.5,17.3,55.6,95.21,182.59,43.11,0
1호기,밤,4,42.9,31.8,48.3,99.89,168.34,50.29,0
1호기,낮,3,31.4,32.7,48.4,89.80,213.92,52.17,1
3호기,낮,16,21.7,24.2,43.7,105.90,198.79,51.85,0
1호기,낮,8,22.4,28.6,57.4,86.04,214.86,46.49,0
2호기,밤,12,30.0,21.9,39.5,85.46,167.56,44.89,0
1호기,밤,8,26.2,23.4,45.3,121.25,182.64,50.88,0
1호기,낮,13,36.8,28.4,53.6,86.12,191.60,47.29,0
3호기,낮,0,24.8,25.2,64.5,91.90,205.97,44.05,0
2호기,밤,3,33.5,28.3,47.5,103.58,188.36,43.04,0
3호기,낮,0,37.3,27.8,44.2,109.43,197.58,49.32,0
1호기,밤,7,25.4,22.0,53.1,101.77,198.46,59.42,0
1호기,밤,14,37.1,21.8,48.1,96.27,254.76,52.06,0
2호기,밤,7,35.4,26.1,53.6,99.33,189.85,48.78,0
2호기,밤,16,34.5,27.2,30.0,101.19,176.06,53.07,0
2호기,밤,3,30.2,24.9,63.7,92.86,190.51,47.44,0
1호기,낮,,36.8,22.5,36.0,99.07,211.98,45.61,0
1호기,낮,5,24.5,30.3,62.3,90.49,229.62,44.79,0
2호기,밤,11,29.8,25.2,37.8,100.65,190.26,48.43,0
3호기,낮,14,28.8,28.1,53.1,83.65,217.25,51.88,0
1호기,밤,,35.4,24.7,40.0,111.58,172.38,52.52,0
2호기,낮,10,28.9,28.6,31.1,110.93,161.20,59.71,0
3호기,밤,2,26.3,27.4,50.9,98.05,194.48,54.70,0
2호기,밤,9,26.8,27.0,56.2,102.55,207.31,44.54,0
1호기,밤,9,32.4,27.2,42.9,109.31,225.20,51.35,0
1호기,밤,11,32.4,25.8,56.3,111.50,193.83,48.56,0
1호기,밤,14,29.9,18.9,46.8,96.97,212.70,47.06,0
2호기,낮,11,28.8,23.8,62.5,83.90,196.02,48.30,0
1호기,밤,14,28.7,25.6,48.6,104.02,209.87,49.96,0
3호기,낮,7,32.0,25.5,48.3,108.52,200.05,52.48,0
3호기,밤,6,30.1,23.1,61.5,82.34,213.99,49.87,0
3호기,낮,9,32.4,25.1,68.9,106.98,206.47,51.12,0
2호기,밤,,35.8,21.1,50.3,104.99,220.17,54.45,0
1호기,낮,16,,25.6,45.4,95.44,208.39,47.80,0
1호기,밤,13,32.3,25.4,51.3,94.46,190.25,42.76,0
1호기,밤,10,21.5,29.0,49.3,104.34,189.38,45.23,0
3호기,낮,14,28.7,20.8,55.3,106.22,176.73,58.75,0
1호기,밤,7,39.3,21.3,55.7,100.97,203.66,46.29,0
1호기,낮,5,32.7,28.3,65.2,100.60,193.47,47.64,0
2호기,밤,10,32.5,29.1,38.6,94.68,193.71,49.72,0
1호기,밤,9,39.8,21.1,58.9,95.52,246.88,52.29,0
3호기,밤,0,38.3,21.6,73.4,84.89,194.91,47.29,0
2호기,밤,1,37.9,25.1,35.9,91.18,200.57,54.57,0
3호기,밤,1,28.2,25.4,56.8,66.03,191.67,51.00,0
2호기,낮,0,32.3,21.0,40.5,106.19,183.83,47.45,0
3호기,낮,5,31.1,21.9,40.8,104.53,234.09,51.74,0
3호기,밤,6,30.0,22.2,42.7,91.25,190.93,48.55,0
3호기,밤,14,28.0,28.5,55.0,82.55,226.33,38.75,0
1호기,낮,3,32.2,24.6,64.0,94.59,212.33,55.60,0
3호기,낮,7,31.8,34.1,51.6,109.83,180.72,51.28,1
2호기,밤,10,25.6,27.3,53.8,106.09,179.71,43.53,0
2호기,낮,0,28.5,27.0,59.0,112.51,201.47,52.74,0
1호기,낮,15,35.6,28.8,49.9,115.85,219.24,39.67,0
2호기,낮,11,27.9,25.6,45.0,74.77,230.20,51.02,0
1호기,낮,9,30.7,26.6,48.9,91.88,197.21,53.47,0
3호기,낮,12,25.7,22.6,34.9,99.22,201.59,53.99,0
2호기,밤,15,29.6,28.5,55.1,91.13,207.53,54.02,0
1호기,밤,7,28.1,28.5,44.2,100.31,187.85,45.53,0
3호기,낮,14,31.8,23.7,70.2,100.35,213.59,47.83,0
2호기,낮,9,28.0,27.5,56.7,104.13,173.27,54.20,0
2호기,낮,7,33.4,21.1,52.1,91.48,173.51,51.24,0
1호기,낮,1,35.3,22.9,50.0,115.96,199.44,46.32,0
1호기,밤,15,19.1,23.8,41.2,108.76,177.06,55.48,0
1호기,밤,3,31.9,25.2,43.5,90.64,197.74,42.40,0
2호기,밤,8,37.2,28.6,67.3,98.34,212.17,45.54,0
1호기,밤,4,28.3,23.5,47.6,104.84,190.63,55.01,0
1호기,밤,2,32.5,23.9,66.9,83.83,198.09,52.29,0
3호기,밤,10,38.3,23.7,60.8,89.13,173.01,54.38,0
3호기,낮,5,43.3,29.1,61.8,99.65,236.18,42.21,0
2호기,밤,14,33.2,27.1,62.5,93.45,217.19,56.32,0
2호기,낮,13,27.5,28.0,52.1,99.07,191.64,47.02,0
3호기,낮,7,28.0,25.5,64.2,95.33,227.48,52.86,0
3호기,낮,6,31.8,20.4,52.4,92.73,185.57,48.94,0
3호기,낮,0,32.2,23.3,58.0,96.10,207.81,43.83,0
2호기,밤,16,22.2,29.0,50.7,109.44,207.32,40.19,0
1호기,밤,1,29.0,26.2,52.6,93.31,175.36,47.35,0
2호기,낮,7,31.3,22.5,45.2,95.24,225.70,47.43,0
1호기,낮,2,26.5,28.6,40.7,97.50,190.17,53.82,0
2호기,낮,15,31.4,22.5,64.1,105.06,216.88,55.96,0
3호기,밤,0,24.7,28.2,40.7,99.34,196.72,53.28,0
1호기,밤,9,38.8,24.8,65.4,100.55,209.93,48.60,0
1호기,낮,3,33.9,28.6,55.8,101.56,190.09,58.79,0
1호기,낮,13,21.2,23.2,27.7,104.35,217.42,47.85,0
2호기,낮,3,27.0,27.6,51.9,109.40,256.85,46.98,0
2호기,밤,,25.7,20.7,55.5,114.04,209.02,53.96,0
3호기,밤,7,34.0,28.4,55.6,100.56,222.33,45.14,0
2호기,낮,9,32.6,22.3,44.0,94.36,197.22,37.93,0
3호기,낮,16,34.6,20.5,50.5,110.01,204.05,43.21,0
3호기,낮,0,29.7,23.3,49.0,99.80,220.96,48.61,0
1호기,낮,2,31.2,20.2,55.3,92.56,207.33,43.49,0
1호기,밤,12,35.1,23.8,50.3,105.18,204.45,45.88,0
1호기,낮,15,29.5,32.8,55.0,96.03,204.68,47.96,0
2호기,밤,5,21.5,27.6,47.4,87.56,190.48,48.35,0
2호기,밤,8,37.5,24.7,60.0,103.30,211.42,56.48,0
1호기,밤,10,26.8,22.4,54.8,84.06,188.82,48.96,0
2호기,밤,9,18.9,22.9,45.1,97.36,202.83,50.29,0
2호기,낮,1,26.0,26.6,46.6,100.60,191.90,48.54,0
1호기,밤,4,31.4,27.6,41.0,96.39,180.69,49.94,0
1호기,밤,15,29.4,29.7,70.7,77.64,211.52,46.19,0
2호기,낮,13,28.6,21.9,48.6,104.55,213.59,39.90,0
1호기,밤,3,28.3,21.9,51.5,89.09,172.49,43.42,0
2호기,낮,4,35.0,24.2,52.1,110.37,206.55,51.14,0
1호기,낮,2,28.0,26.9,67.7,97.45,189.06,54.00,0
1호기,밤,1,30.5,26.2,39.2,87.99,205.70,54.71,0
1호기,낮,6,32.1,27.4,54.4,91.06,187.26,45.77,0
1호기,낮,11,30.2,22.9,43.7,103.75,174.52,53.93,0
1호기,낮,0,26.3,24.4,46.7,102.92,185.45,45.51,0
1호기,낮,7,34.2,29.4,61.3,87.60,185.31,48.69,0
2호기,밤,13,24.5,23.1,30.8,101.32,159.50,37.13,0
3호기,밤,14,34.8,22.9,39.3,115.13,179.70,51.30,0
1호기,밤,3,32.4,24.4,58.6,113.36,164.43,55.90,0
2호기,밤,3,30.9,25.4,41.1,116.24,174.17,46.22,0
1호기,밤,4,24.3,24.9,45.4,91.11,208.06,48.92,0
2호기,밤,7,34.3,20.8,42.1,105.18,187.38,56.81,0
1호기,낮,1,,26.3,53.7,87.32,187.65,56.79,0
3호기,낮,6,44.0,22.9,40.8,111.09,229.52,51.53,0
